N,P,K,TEMPERATURE,RAINFALL,CROP,SOIL TYPE,REGION,WATER REQUIREMENT
37,18,39,24.1469628,110.2316633,MUSTARD,WET,SEMI ARID,7.56
0,27,38,22.44581266,109.3905998,MUSTARD,WET,SEMI ARID,7.06
31,25,38,24.96273236,109.4169192,MUSTARD,WET,SEMI ARID,0.5
21,21,38,22.5526059,104.8955643,MUSTARD,WET,SEMI HUMID,2.34
91,94,46,29.36792366,92.82840911, BANANA,DRY,DESERT,8.98
105,95,50,27.33368994,101.0494791, BANANA,DRY,DESERT,10.4
108,92,53,27.40053601,104.9378, BANANA,DRY,DESERT,9.7
86,76,54,29.3159075,90.10978128, BANANA,DRY,DESERT,0.98
80,77,49,26.05433004,113.2297373, BANANA,DRY,DESERT,9.98
93,94,53,25.86632408,114.5357503, BANANA,DRY,DESERT,11.4
90,92,55,27.00932084,97.32531705, BANANA,DRY,DESERT,10.8
108,89,53,29.55054817,99.34482238, BANANA,DRY,DESERT,1.98
108,88,55,26.28845991,113.8729798, BANANA,DRY,DESERT,10.9
105,77,52,29.16226551,100.0075679, BANANA,DRY,DESERT,12.4
118,88,52,28.65003945,98.75084366, BANANA,DRY,DESERT,11.8
101,87,54,29.07311132,100.1692639, BANANA,DRY,DESERT,2.7
95,75,50,28.08166093,118.2761894, BANANA,DRY,DESERT,6.95
106,85,53,27.1994597,99.72430835, BANANA,DRY,DESERT,8.45
86,95,49,28.05484146,108.3957179, BANANA,DRY,DESERT,7.8
83,79,55,25.14748006,98.66679427, BANANA,DRY,DESERT,0.1
85,95,47,25.94019018,119.84797, BANANA,DRY,SEMI ARID,7.95
109,79,45,27.66752761,108.66464, BANANA,DRY,SEMI ARID,9.45
100,76,45,25.56703012,102.7867717, BANANA,DRY,SEMI ARID,8.8
117,86,48,28.6956201,116.1616839, BANANA,DRY,SEMI ARID,0.5
114,94,53,26.33544853,118.6858263, BANANA,DRY,SEMI ARID,8.95
110,78,50,25.93730186,98.21747528, BANANA,DRY,SEMI ARID,10.45
94,70,48,25.13686519,91.46442491, BANANA,DRY,SEMI ARID,9.9
80,71,47,27.50527651,105.0776992, BANANA,DRY,SEMI ARID,0.95
114,79,51,26.21009246,112.0700033, BANANA,DRY,SEMI ARID,9.9
88,78,45,29.10403455,92.07835761, BANANA,DRY,SEMI ARID,11.4
112,73,48,29.2440638,90.66727868, BANANA,DRY,SEMI ARID,10.9
117,76,47,25.56202173,93.10247183, BANANA,DRY,SEMI ARID,1.9
111,87,48,26.3985515,98.16752001, BANANA,DRY,SEMI ARID,5.65
89,83,47,28.09577643,109.5408614, BANANA,DRY,SEMI ARID,7.15
93,91,47,27.84767901,117.2878912, BANANA,DRY,SEMI ARID,6.6
92,81,52,27.39341554,94.31102057, BANANA,DRY,SEMI ARID,0.1
105,74,45,25.14517635,119.218154, BANANA,DRY,SEMI HUMID,6.6
102,71,48,28.65456263,102.4633775, BANANA,DRY,SEMI HUMID,8.1
94,91,51,29.16093424,109.575944, BANANA,DRY,SEMI HUMID,7.6
116,71,47,27.57278064,91.34276507, BANANA,DRY,SEMI HUMID,0.3
117,79,49,25.40909896,112.9794804, BANANA,DRY,SEMI HUMID,7.68
119,72,55,25.99069521,112.0777152, BANANA,DRY,SEMI HUMID,8.18
99,73,53,26.29039046,118.6730366, BANANA,DRY,SEMI HUMID,8.6
91,84,52,29.14827211,117.536781, BANANA,DRY,SEMI HUMID,0.8
80,90,47,26.59743595,107.3944717, BANANA,DRY,SEMI HUMID,8.65
101,70,48,25.36059237,116.5531455, BANANA,DRY,SEMI HUMID,10.15
108,89,53,29.12036889,112.3982055, BANANA,DRY,SEMI HUMID,9.65
100,80,52,27.53911354,110.3262123, BANANA,DRY,SEMI HUMID,0.65
109,91,53,29.66727337,110.2511102, BANANA,DRY,SEMI HUMID,6.695
82,78,46,25.05802193,110.4408803, BANANA,DRY,SEMI HUMID,8.2
106,70,55,25.86824781,116.3019555, BANANA,DRY,SEMI HUMID,7.7
90,86,52,25.85036988,119.0856171, BANANA,DRY,SEMI HUMID,0.6
83,95,50,26.51682337,108.8547508, BANANA,DRY,HUMID,7.695
119,90,48,28.66725136,118.2583441, BANANA,DRY,HUMID,9.2
107,72,45,28.14938935,91.40508414, BANANA,DRY,HUMID,8.7
116,81,55,26.42313317,95.12322062, BANANA,DRY,HUMID,0.8
101,75,50,26.59386409,109.9825551, BANANA,DRY,HUMID,8.7
93,81,50,27.71822477,102.2099836, BANANA,DRY,HUMID,10.2
95,75,45,28.98333432,109.022564, BANANA,DRY,HUMID,9.6
107,71,55,29.42017919,117.229079, BANANA,DRY,HUMID,0.7
83,94,47,27.39872329,112.1355384, BANANA,DRY,HUMID,9.5
102,73,54,26.4020227,111.0162259, BANANA,DRY,HUMID,11
86,79,45,27.81251452,99.20961514, BANANA,DRY,HUMID,10.5
117,86,53,25.19640218,115.8586081, BANANA,DRY,HUMID,1.5
111,79,53,28.31193338,119.695765, BANANA,DRY,HUMID,5.92
95,74,50,25.90113128,110.10323, BANANA,DRY,HUMID,7.42
91,75,55,27.48612983,109.2768851, BANANA,DRY,HUMID,6.9
93,83,46,29.38254012,109.2486647, BANANA,DRY,HUMID,8.98
92,85,51,29.22118628,108.8616474, BANANA,HUMID,DESERT,10.4
104,80,54,27.09062164,110.1331182, BANANA,HUMID,DESERT,9.7
103,72,51,26.12643374,104.4812858, BANANA,HUMID,DESERT,0.98
92,75,45,29.01207743,90.43495443, BANANA,HUMID,DESERT,9.98
93,85,49,27.96799119,119.4765557, BANANA,HUMID,DESERT,11.4
120,87,52,28.0764455,118.9923573, BANANA,HUMID,DESERT,10.8
108,72,46,25.16278237,90.94554618, BANANA,HUMID,DESERT,1.98
105,88,54,25.78749808,114.2005455, BANANA,HUMID,DESERT,10.9
98,79,50,25.34119774,91.06493353, BANANA,HUMID,DESERT,12.4
111,88,55,29.44795403,96.45042585, BANANA,HUMID,DESERT,11.8
97,74,45,26.47522633,113.1161095, BANANA,HUMID,DESERT,2.7
95,82,48,27.39489579,92.78133617, BANANA,HUMID,DESERT,6.95
89,91,55,25.08347445,94.32961456, BANANA,HUMID,DESERT,8.45
89,85,55,26.6719835,91.73358569, BANANA,HUMID,DESERT,7.8
118,88,51,25.44926208,100.6619171, BANANA,HUMID,DESERT,0.1
101,92,45,28.22776705,98.00403016, BANANA,HUMID,DESERT,7.95
99,92,47,28.1279509,103.5045395, BANANA,HUMID,SEMI ARID,9.45
82,77,46,28.9470467,95.83016448, BANANA,HUMID,SEMI ARID,8.8
90,86,55,27.96236771,97.55986676, BANANA,HUMID,SEMI ARID,0.5
95,88,52,28.00316034,94.68180316, BANANA,HUMID,SEMI ARID,8.95
104,73,46,29.1400919,90.45142867, BANANA,HUMID,SEMI ARID,10.45
102,73,52,27.9122104,90.24211529, BANANA,HUMID,SEMI ARID,9.9
100,74,52,25.43480512,96.47800391, BANANA,HUMID,SEMI ARID,0.95
94,89,48,28.55980972,111.0843029, BANANA,HUMID,SEMI ARID,9.9
99,70,46,26.59580783,100.5123341, BANANA,HUMID,SEMI ARID,11.4
112,87,48,27.19711623,99.46950465, BANANA,HUMID,SEMI ARID,10.9
117,82,45,25.29391516,105.4220251, BANANA,HUMID,SEMI ARID,1.9
96,86,51,29.90888522,91.99964712, BANANA,HUMID,SEMI ARID,5.65
113,85,45,27.94972463,109.0921631, BANANA,HUMID,SEMI ARID,7.15
105,93,46,25.01018457,108.3690513, BANANA,HUMID,SEMI ARID,6.6
85,89,51,29.21144871,108.5501443, BANANA,HUMID,SEMI ARID,0.1
108,94,47,27.35911627,90.81250457, BANANA,HUMID,SEMI ARID,6.6
92,81,52,28.0106804,103.7040783, BANANA,HUMID,SEMI HUMID,8.1
110,71,54,28.67208915,94.37987496, BANANA,HUMID,SEMI HUMID,7.6
82,75,55,27.34585147,92.15524332, BANANA,HUMID,SEMI HUMID,0.3
117,81,53,29.50704598,98.12565829, BANANA,HUMID,SEMI HUMID,7.68
2,40,27,29.73770045,90.09586854, MANGO,DRY,HUMID,8.18
39,24,31,33.55695561,98.67527561, MANGO,DRY,HUMID,8.6
21,26,27,27.00315545,95.85118326, MANGO,DRY,HUMID,0.8
25,22,25,33.56150184,95.70525913, MANGO,DRY,HUMID,8.65
0,21,32,35.89855625,92.19721736, MANGO,DRY,HUMID,10.15
20,19,35,34.17719782,98.00687989, MANGO,DRY,HUMID,9.65
19,21,34,30.01592643,97.72843182, MANGO,DRY,HUMID,0.65
18,17,31,31.74592134,93.75441586, MANGO,DRY,HUMID,6.695
11,36,33,35.99009679,95.3713484, MANGO,DRY,HUMID,8.2
30,28,30,31.86641378,98.46768642, MANGO,DRY,HUMID,7.7
18,19,27,27.75518664,94.11213345, MANGO,DRY,HUMID,0.6
23,23,27,34.72413192,97.31258083, MANGO,DRY,HUMID,7.695
37,30,34,27.53907547,99.35408185, MANGO,DRY,HUMID,9.2
11,27,30,27.69637763,89.85646496, MANGO,DRY,HUMID,8.7
12,19,31,27.25373364,91.87312479, MANGO,DRY,HUMID,0.8
3,28,33,30.33723921,94.42850522, MANGO,HUMID,DESERT,8.7
37,38,32,31.85744939,91.55845821, MANGO,HUMID,DESERT,10.2
26,37,30,35.39986338,97.41054011, MANGO,HUMID,DESERT,9.6
14,18,30,29.80747243,95.74606104, MANGO,HUMID,DESERT,0.7
40,16,35,34.16438906,98.33351125, MANGO,HUMID,DESERT,9.5
4,20,25,28.93270187,99.9834242, MANGO,HUMID,DESERT,11
36,25,33,27.98392787,99.61465679, MANGO,HUMID,DESERT,10.5
30,17,31,31.20478173,94.62954663, MANGO,HUMID,DESERT,1.5
28,37,28,32.13409675,98.63333684, MANGO,HUMID,DESERT,5.92
38,15,30,28.91862016,97.01331604, MANGO,HUMID,DESERT,7.42
12,37,30,31.09779147,90.28624348, MANGO,HUMID,DESERT,6.9
38,19,31,34.73823882,90.65022183, MANGO,HUMID,DESERT,11.4
8,33,29,29.98080499,91.82271568, MANGO,HUMID,DESERT,10.8
15,27,28,33.80398664,90.82549241, MANGO,HUMID,DESERT,1.98
34,16,25,30.07202564,92.09609766, MANGO,HUMID,DESERT,10.9
11,36,31,27.92063282,100.2585673, MANGO,HUMID,DESERT,12.4
33,29,34,31.40948821,92.99739415, MANGO,HUMID,SEMI ARID,11.8
12,31,26,35.7877738,100.2160615, MANGO,HUMID,SEMI ARID,2.7
12,34,28,33.36140093,98.81596545, MANGO,HUMID,SEMI ARID,6.95
5,16,31,35.96054636,98.00644238, MANGO,HUMID,SEMI ARID,8.45
1,30,29,28.33333307,91.67241761, MANGO,HUMID,SEMI ARID,7.8
16,35,31,32.27652024,95.99487068, MANGO,HUMID,SEMI ARID,0.1
35,18,26,31.99490489,97.38741498, MANGO,HUMID,SEMI ARID,7.95
4,40,26,27.58258929,95.8445641, MANGO,HUMID,SEMI ARID,9.45
9,29,34,29.38471637,100.8124659, MANGO,HUMID,SEMI ARID,8.8
2,38,33,32.38697531,90.21633216, MANGO,HUMID,SEMI ARID,0.5
26,32,32,30.91471455,90.14047759, MANGO,HUMID,SEMI ARID,8.95
34,38,31,35.37775595,97.41586402, MANGO,HUMID,SEMI ARID,10.45
5,32,33,32.32362177,93.36718816, MANGO,HUMID,SEMI ARID,9.9
31,29,26,28.22373428,97.76832322, MANGO,HUMID,SEMI ARID,0.95
34,34,35,27.27433181,95.257992, MANGO,HUMID,SEMI ARID,9.9
36,19,32,27.10710832,92.37238878, MANGO,HUMID,SEMI ARID,11.4
7,17,26,34.89226666,91.63074547, MANGO,HUMID,SEMI HUMID,10.9
38,15,27,33.7462686,92.26439205, MANGO,HUMID,SEMI HUMID,1.9
5,19,25,27.3511056,96.27792547, MANGO,HUMID,SEMI HUMID,5.65
37,36,26,32.89300162,94.49161372, MANGO,HUMID,SEMI HUMID,7.15
21,31,32,35.38598705,90.29643888, MANGO,DRY,HUMID,6.6
37,36,27,27.5529736,90.40332704, MANGO,DRY,HUMID,0.1
23,23,30,32.82141065,90.89173106, MANGO,DRY,HUMID,6.6
36,26,26,30.17294105,95.23444287, MANGO,DRY,HUMID,8.1
24,33,35,29.26382931,100.7586226, MANGO,DRY,HUMID,7.6
26,18,30,32.06097197,96.59816497, MANGO,DRY,HUMID,0.3
22,17,26,28.69818144,99.642454, MANGO,DRY,HUMID,7.68
11,34,32,29.14305008,97.55155537, MANGO,DRY,HUMID,8.18
29,35,28,28.3471611,90.40260445, MANGO,DRY,HUMID,8.6
22,28,26,27.67256197,92.84991507, MANGO,DRY,HUMID,0.8
23,24,32,28.1218093,93.30247448, MANGO,DRY,HUMID,8.65
1,35,34,30.79375683,92.21318555, MANGO,DRY,HUMID,10.15
2,24,34,28.89409382,94.76322976, MANGO,DRY,HUMID,9.65
39,37,25,33.33024826,98.28583013, MANGO,DRY,HUMID,0.65
15,36,27,27.78912455,91.01152997, MANGO,DRY,HUMID,6.695
3,18,31,31.65333432,91.09745581, MANGO,HUMID,DESERT,8.2
8,38,32,29.75150773,91.405983, MANGO,HUMID,DESERT,7.7
33,31,34,31.32995611,89.78216168, MANGO,HUMID,DESERT,0.6
14,29,32,35.63627319,97.51952041, MANGO,HUMID,DESERT,7.695
18,20,26,31.66524687,89.98024312, MANGO,HUMID,DESERT,9.2
9,21,32,32.26935342,95.94035356, MANGO,HUMID,DESERT,8.7
20,30,27,27.81005614,95.89898581, MANGO,HUMID,DESERT,0.8
9,38,25,34.58561471,100.3060719, MANGO,HUMID,DESERT,8.7
26,24,34,31.27180992,89.74409017, MANGO,HUMID,DESERT,10.2
31,36,29,33.93679864,97.4611918, MANGO,HUMID,DESERT,9.6
14,18,35,31.09154239,91.46664318, MANGO,HUMID,DESERT,0.7
40,16,35,31.89356292,89.59371481, MANGO,HUMID,DESERT,9.5
28,27,34,32.45465292,95.04871605, MANGO,HUMID,DESERT,11
0,17,30,35.47478322,97.79072474, MANGO,HUMID,DESERT,10.5
1,29,29,27.32961444,93.53197359, MANGO,HUMID,DESERT,1.5
2,36,31,30.90225239,91.77522598, MANGO,HUMID,DESERT,5.92
12,27,26,29.09382275,96.23520043, MANGO,HUMID,SEMI ARID,7.42
7,28,35,30.02086169,96.63721027, MANGO,HUMID,SEMI ARID,6.9
0,36,26,34.13072188,96.38808001, MANGO,HUMID,SEMI ARID,11.4
26,35,31,33.44619894,98.05089394, MANGO,HUMID,SEMI ARID,10.8
27,21,30,35.3915464,91.22881052, MANGO,HUMID,SEMI ARID,1.98
22,38,31,31.53356352,98.57025046, MANGO,HUMID,SEMI ARID,10.9
22,18,31,30.7645515,90.38503469, MANGO,HUMID,SEMI ARID,12.4
28,23,28,30.01821337,96.08745082, MANGO,HUMID,SEMI ARID,11.8
7,31,27,31.32863689,94.67344737, MANGO,HUMID,SEMI ARID,2.7
29,34,26,33.88004781,89.29147581, MANGO,HUMID,SEMI ARID,6.95
8,37,33,28.07802689,97.45373619, MANGO,HUMID,SEMI ARID,8.45
39,16,27,35.53845018,91.54560427, MANGO,HUMID,SEMI ARID,7.8
40,24,25,28.70595247,95.8946444, MANGO,HUMID,SEMI ARID,0.1
19,38,26,31.48451729,93.17221967, MANGO,HUMID,SEMI ARID,7.95
21,21,30,27.69819273,100.7720705, MANGO,HUMID,SEMI ARID,9.45
22,18,33,30.41235793,93.92375879, MANGO,HUMID,SEMI ARID,8.8
31,20,30,32.17752026,91.88766069, MANGO,HUMID,SEMI HUMID,0.5
18,26,31,32.6112614,91.10190759, MANGO,HUMID,SEMI HUMID,8.95
24,130,195,29.99677232,67.12534492,GRAPES,HUMID,SEMI HUMID,10.45
13,144,204,30.7280404,68.38135469,GRAPES,HUMID,SEMI HUMID,9.9
22,123,205,32.44577836,68.73932528,GRAPES,HUMID,SEMI HUMID,0.95
36,125,196,37.46566825,66.83872293,GRAPES,HUMID,SEMI HUMID,9.9
24,131,196,22.03296178,65.34440794,GRAPES,HUMID,SEMI HUMID,11.4
2,123,198,39.64851881,70.39906054,GRAPES,HUMID,SEMI HUMID,10.9
35,140,197,16.77557314,66.76285469,GRAPES,HUMID,SEMI HUMID,1.9
11,122,195,12.14190714,69.63122027,GRAPES,HUMID,SEMI HUMID,5.65
6,123,203,12.7567962,66.77844567,GRAPES,HUMID,HUMID,7.15
17,134,204,39.04071989,73.88467027,GRAPES,HUMID,HUMID,6.6
25,130,197,39.70772192,74.91506217,GRAPES,HUMID,HUMID,0.1
27,145,205,9.467960445,66.02765219,GRAPES,HUMID,HUMID,6.6
9,122,201,29.58748357,68.06417307,GRAPES,HUMID,HUMID,8.1
16,139,203,17.82803682,65.84748763,GRAPES,HUMID,HUMID,7.6
32,141,204,8.825674745,67.235765,GRAPES,HUMID,HUMID,0.3
22,138,195,27.83487131,73.02882766,GRAPES,HUMID,HUMID,7.68
31,144,202,11.02105378,68.23963161,GRAPES,HUMID,HUMID,8.18
3,136,205,17.5862944,71.4065452,GRAPES,HUMID,HUMID,8.6
28,122,197,19.89363946,69.66256816,GRAPES,HUMID,HUMID,0.8
4,136,204,29.93707596,65.52279323,GRAPES,HUMID,HUMID,8.65
39,145,201,36.73126647,72.24230804,GRAPES,HUMID,HUMID,10.15
38,132,197,20.42094753,66.93065667,GRAPES,HUMID,HUMID,9.65
36,133,198,25.51939719,69.17281221,GRAPES,HUMID,HUMID,0.65
25,121,201,30.50734778,70.08200379,GRAPES,HUMID,HUMID,6.695
15,125,199,18.4269936,69.75734306,GRAPES,WET,DESERT,8.2
24,140,205,12.087022,68.66813363,GRAPES,WET,DESERT,7.7
13,132,203,23.60115364,73.23901752,GRAPES,WET,DESERT,0.6
5,126,197,12.80000387,67.10439401,GRAPES,WET,DESERT,7.695
30,120,200,38.06099482,65.70148216,GRAPES,WET,DESERT,9.2
23,142,197,39.06555518,69.30772897,GRAPES,WET,DESERT,8.7
26,135,203,33.78372897,74.53557341,GRAPES,WET,DESERT,0.8
7,126,203,16.76201707,73.28712806,GRAPES,WET,DESERT,8.7
32,139,198,35.89307536,66.53946559,GRAPES,WET,DESERT,10.2
9,141,202,21.01245395,66.38448261,GRAPES,WET,DESERT,9.6
20,142,196,10.89875873,68.69420397,GRAPES,WET,DESERT,0.7
32,129,201,16.36251869,71.55665483,GRAPES,WET,DESERT,9.5
3,134,199,20.28370163,71.06611222,GRAPES,WET,DESERT,11
38,138,204,25.11108456,73.01026829,GRAPES,WET,DESERT,10.5
14,131,198,33.4641162,67.92204319,GRAPES,WET,DESERT,1.5
20,122,204,11.7976469,65.06962486,GRAPES,WET,DESERT,5.92
40,126,201,11.36300891,71.18289431,GRAPES,WET,SEMI ARID,7.42
36,128,204,25.23542319,67.03840888,GRAPES,WET,SEMI ARID,6.9
11,132,197,15.99050693,74.40198861,GRAPES,WET,SEMI ARID,6.9
0,137,195,22.4359017,65.3973168,GRAPES,WET,SEMI ARID,11.4
19,123,200,34.76086052,65.70430027,GRAPES,WET,SEMI ARID,10.8
31,136,197,31.11047251,71.43001582,GRAPES,WET,SEMI ARID,1.98
4,134,200,28.57828803,73.34232097,GRAPES,WET,SEMI ARID,10.9
39,139,201,41.18664903,68.68895899,GRAPES,WET,SEMI ARID,12.4
8,127,196,27.02766138,70.95666003,GRAPES,WET,SEMI ARID,11.8
39,138,203,21.19339319,74.62834921,GRAPES,WET,SEMI ARID,2.7
32,120,204,10.38004759,67.3917379,GRAPES,WET,SEMI ARID,6.95
12,142,203,31.3115978,65.01095312,GRAPES,WET,SEMI ARID,8.45
8,133,195,20.46657776,71.29813872,GRAPES,WET,SEMI ARID,7.8
8,139,199,29.36947679,66.13442813,GRAPES,WET,SEMI ARID,0.1
21,134,202,10.72302459,65.2982112,GRAPES,WET,SEMI ARID,7.95
40,140,195,14.97846952,71.63437433,GRAPES,WET,SEMI ARID,9.45
39,127,202,15.3246651,71.60102999,GRAPES,WET,SEMI HUMID,8.8
19,120,195,18.73932187,73.55807954,GRAPES,DRY,DESERT,0.5
21,139,201,19.3642553,67.15094741,GRAPES,DRY,DESERT,8.95
17,136,195,41.20733624,65.90227462,GRAPES,DRY,DESERT,10.45
33,139,203,33.34214482,70.68098614,GRAPES,DRY,DESERT,9.9
22,133,201,23.81995682,67.2739864,GRAPES,DRY,DESERT,0.95
32,130,196,40.66012294,74.03030056,GRAPES,DRY,DESERT,9.9
37,135,205,11.82768186,74.10225057,GRAPES,DRY,DESERT,11.4
15,140,195,13.28504331,65.80006004,GRAPES,DRY,DESERT,10.9
39,132,196,35.83089092,73.67984885,GRAPES,DRY,DESERT,1.9
40,121,199,26.18159716,66.05911698,GRAPES,DRY,DESERT,5.65
40,132,202,24.57558351,69.706113,GRAPES,DRY,DESERT,7.15
29,142,203,29.67229086,66.48490371,GRAPES,DRY,DESERT,6.6
32,121,199,39.37102553,74.08101744,GRAPES,DRY,DESERT,0.1
6,140,205,17.66558428,69.8671263,GRAPES,DRY,DESERT,6.6
8,120,196,24.06679352,69.81855775,GRAPES,DRY,DESERT,8.1
34,133,202,15.31413469,74.82144653,GRAPES,DRY,DESERT,7.6
35,135,199,21.77466746,69.39630398,GRAPES,DRY,SEMI ARID,0.3
16,145,199,26.91624843,69.30927185,GRAPES,DRY,SEMI ARID,7.68
8,136,201,41.65602996,74.19664838,GRAPES,DRY,SEMI ARID,8.18
25,129,195,17.98667801,72.37127689,GRAPES,DRY,SEMI ARID,8.6
16,130,201,29.12033769,68.8503047,GRAPES,DRY,SEMI ARID,0.8
39,129,203,34.38922481,71.03001556,GRAPES,DRY,SEMI ARID,8.65
38,135,203,41.36106301,69.92107482,GRAPES,DRY,SEMI ARID,10.15
33,120,205,35.12158265,69.71518491,GRAPES,DRY,SEMI ARID,9.65
35,125,204,19.6491772,73.69529586,GRAPES,DRY,SEMI ARID,0.65
1,132,200,16.27852801,66.57462809,GRAPES,DRY,SEMI ARID,6.695
39,140,203,21.11903604,69.27779761,GRAPES,DRY,SEMI ARID,8.2
28,145,202,19.2077707,66.83113717,GRAPES,DRY,SEMI ARID,7.7
6,128,200,25.96308415,70.31782647,GRAPES,DRY,SEMI ARID,0.6
6,139,199,25.67385024,74.10919422,GRAPES,DRY,DESERT,7.695
29,122,196,41.94865736,73.06862952,GRAPES,DRY,DESERT,9.2
37,144,197,11.18994268,66.34234944,GRAPES,DRY,DESERT,8.7
38,120,197,17.5438296,73.77063744,GRAPES,DRY,DESERT,0.8
38,141,198,13.05809741,70.75633584,GRAPES,DRY,DESERT,8.7
14,121,203,9.724457611,74.46411148,GRAPES,DRY,DESERT,10.2
6,125,204,27.92004934,69.92092839,GRAPES,DRY,DESERT,9.6
32,138,197,9.535585543,69.44115171,GRAPES,DRY,DESERT,0.7
11,124,204,13.42988625,71.40043037,GRAPES,DRY,DESERT,9.5
23,138,200,9.851242629,68.42802444,GRAPES,DRY,DESERT,11
40,143,201,24.97256132,66.70016285,GRAPES,DRY,DESERT,10.5
6,142,202,27.23708304,70.42508897,GRAPES,DRY,SEMI ARID,1.5
37,124,195,18.70679077,66.5964488,GRAPES,DRY,SEMI ARID,5.92
35,134,204,9.949929082,66.00817551,GRAPES,DRY,SEMI ARID,7.42
119,25,51,26.47330219,53.65742581,WATERMELON,DRY,SEMI ARID,6.9
119,19,55,25.18780042,46.87420883,WATERMELON,DRY,SEMI ARID,7.62
105,30,50,25.29954705,57.04147057,WATERMELON,DRY,SEMI ARID,7.12
114,8,50,24.74631269,57.95826144,WATERMELON,DRY,SEMI ARID,0.5
93,22,52,26.58740671,41.87540028,WATERMELON,DRY,SEMI ARID,7.12
80,26,55,24.53442564,49.11618732,WATERMELON,DRY,SEMI ARID,8.62
85,27,45,26.0713757,57.79652846,WATERMELON,DRY,SEMI ARID,8.12
85,22,53,25.96534238,59.46338556,WATERMELON,DRY,SEMI ARID,0.8
82,22,45,26.22338015,54.60159289,WATERMELON,DRY,SEMI ARID,8.12
118,13,54,24.41311871,44.07843475,WATERMELON,DRY,SEMI ARID,9.62
83,25,53,26.49195283,57.72799157,WATERMELON,DRY,DESERT,9.12
86,15,47,24.04355803,53.78929956,WATERMELON,DRY,DESERT,0.12
101,10,47,25.5421695,57.57343233,WATERMELON,DRY,DESERT,9.12
119,9,50,26.74550678,40.794305,WATERMELON,DRY,DESERT,10.62
104,17,46,25.7131428,43.08961827,WATERMELON,DRY,DESERT,10.12
95,12,51,25.76484262,44.22066914,WATERMELON,DRY,DESERT,1.12
102,14,52,26.79489868,57.74091817,WATERMELON,DRY,SEMI ARID,5.58
109,21,55,24.9004602,57.44942094,WATERMELON,DRY,SEMI ARID,7.08
81,18,50,26.80750629,58.79889057,WATERMELON,DRY,SEMI ARID,6.58
103,17,51,25.11189154,44.20656987,WATERMELON,DRY,SEMI ARID,0.3
105,14,50,26.2148837,59.65590798,WATERMELON,DRY,SEMI ARID,6.58
97,8,52,24.9103226,49.48575692,WATERMELON,DRY,SEMI ARID,8.08
120,19,49,25.79448878,56.45229202,WATERMELON,DRY,SEMI ARID,7.58
95,16,55,25.26931156,40.12650421,WATERMELON,DRY,SEMI ARID,0.5
83,29,52,25.76402693,46.05122728,WATERMELON,DRY,SEMI ARID,7.58
83,9,45,25.85483596,46.85176955,WATERMELON,DRY,SEMI ARID,9.08
91,21,50,24.33528185,48.32113628,WATERMELON,DRY,SEMI ARID,8.58
116,5,54,25.37601283,57.23028471,WATERMELON,DRY,SEMI ARID,0.8
112,28,54,24.86094646,55.29563514,WATERMELON,DRY,SEMI ARID,8.58
88,29,51,24.71885473,48.45978627,WATERMELON,DRY,SEMI ARID,10.08
118,15,45,24.21495706,48.01138482,WATERMELON,DRY,SEMI ARID,9.58
92,21,48,25.81692236,54.82963379,WATERMELON,DRY,SEMI ARID,0.58
106,14,45,24.47018505,57.26773002,WATERMELON,DRY,SEMI HUMID,4.86
99,5,47,24.13078816,51.19470197,WATERMELON,DRY,SEMI HUMID,6.36
98,8,51,26.1793464,49.43050977,WATERMELON,DRY,SEMI HUMID,5.86
108,22,46,26.17668721,53.33484977,WATERMELON,DRY,SEMI HUMID,0.2
119,7,55,26.03867719,44.3993381,WATERMELON,DRY,SEMI HUMID,5.86
117,27,48,26.53259325,54.30660782,WATERMELON,DRY,SEMI HUMID,7.36
109,10,53,26.81938687,46.06193778,WATERMELON,DRY,SEMI HUMID,6.86
80,16,46,25.50405534,48.47833278,WATERMELON,DRY,SEMI HUMID,0.3
100,18,52,26.20234499,56.47941847,WATERMELON,DRY,SEMI HUMID,6.86
91,7,53,25.13735887,43.52897517,WATERMELON,DRY,SEMI HUMID,8.36
86,6,53,25.92030221,42.10681516,WATERMELON,DRY,SEMI HUMID,7.86
107,5,52,26.6634609,57.40847165,WATERMELON,DRY,SEMI HUMID,0.5
103,16,49,24.06731461,51.75212401,WATERMELON,DRY,SEMI HUMID,7.86
101,20,48,24.6774157,57.05709413,WATERMELON,DRY,SEMI HUMID,9.36
85,25,47,26.11440416,58.48160844,WATERMELON,DRY,SEMI HUMID,8.86
84,7,51,26.81530456,55.74073582,WATERMELON,DRY,SEMI HUMID,0.8
102,28,54,25.15623099,55.49541453,WATERMELON,DRY,HUMID,3.96
98,25,52,25.2801372,49.29456609,WATERMELON,DRY,HUMID,5.46
97,25,50,26.22005978,49.08553937,WATERMELON,DRY,HUMID,4.96
90,16,45,24.92093261,50.55710813,WATERMELON,DRY,HUMID,0.1
95,12,46,26.21667586,54.65423596,WATERMELON,DRY,HUMID,4.96
82,23,49,26.81383586,51.70497792,WATERMELON,DRY,DESERT,6.46
82,25,51,24.31334971,48.11248366,WATERMELON,DRY,DESERT,5.96
110,28,46,24.29105004,51.26046418,WATERMELON,DRY,DESERT,0.2
118,21,51,24.42998931,48.58241822,WATERMELON,DRY,DESERT,5.96
120,20,45,25.66576039,54.22722466,WATERMELON,DRY,DESERT,7.46
91,7,52,25.07803672,56.39962921,WATERMELON,DRY,DESERT,6.96
